organization_name,organization_headquarters,organization_site,organization_description,link,partner_type
Fingerprint Cards,Sweden,Visit the Fingerprint Cards website,Fingerprint Cards AB (Fingerprints™) is the world’s leading biometrics company  with its roots in Sweden.,https://www.weforum.org/organizations/fingerprint-cards,new champions
Flottweg,Germany,Visit the Flottweg website,Flottweg is a family-owned company specializing in separation technology. It invests in new technologies and products to stay a step ahead of the market at all times. Its success is based on competence  responsibility and respect. These values determine its day-to-day work  the way it approaches challenges  and its behaviour with customers  business partners and colleagues.,https://www.weforum.org/organizations/flottweg,new champions
Foherb(Tianjin)Pharmaceutical Co. Ltd,Peoples Republic of China,Visit the Foherb(Tianjin)Pharmaceutical Co. Ltd website,Fohoway Group  founded in 2007  is a high-tech biotechnology multinational group integrating research  production  sales and service of healthcare products. With the mission of promoting health culture and benefiting human health  combining the latest research achievements of modern life science  Fohoway Group established three health-preserving theories: diet regimen  behavioural regimen and psychological regimen. Fohoway Group  a high-tech biotechnology enterprise  has brought healthcare solutions to hundreds of millions of people. It brings together Chinese medicine health experts  biologists and processing engineers  and has an including R&D centre  a test centre and a laboratory centre.,https://www.weforum.org/organizations/fohoway-tianjin-pharmaceutical,new champions
FSN Capital Partners,Norway,Visit the FSN Capital Partners website,Established in 1999  FSN Capital Partners is a leading Northern European private equity firm and investment adviser to the FSN Capital Funds  with €4 billion under management. FSN Capital Funds make control investments in growth-oriented Northern European companies to support further growth and to transform companies into more sustainable  competitive  international and profitable entities. FSN Capital has a team of more than 70 professionals in Oslo  Stockholm  Copenhagen and Munich  in addition to 9 executive advisers with extensive industry experience.,https://www.weforum.org/organizations/fsn-capital-partners,new champions
Geminicorp Recycling,Belgium,Visit the Geminicorp Recycling website,Gemini Corporation is a world-leading circular economy market maker  recycling 2 million tonnes of material annually  including 1 billion PET bottles  50 million tyres  1.5 million refrigerators and 300 000 cars. Founded in 1989  Gemini has 500 employees in 33 offices and operates across 60 countries worldwide. Its vision is “a consumer-driven circular economy for a sustainable world.” An official supporter of the Global Treaty on Plastic Pollution  Gemini has been a global innovator on EPR and plastic credits and helps governments and organizations worldwide reduce their plastic footprint. Unigem  its blockchain-based mobile app  assures waste supply chain transparency for brand owners.,https://www.weforum.org/organizations/gemini-corporation,new champions
Graphjet Technology,Malaysia,Visit the Graphjet Technology website,Graphjet Technology aims to be a global leader in generating value by producing innovative  green and low-cost graphene  graphite and graphene-based anode materials. It was incorporated in 2019 in Kuala Lumpur and has a valuation of $1.5 billion. Its patented technology to recycle palm kernel shells generated in the production of palm seed oil produces single-layer graphene and artificial graphite for electric vehicle (EV) batteries  medical devices and home appliances. Graphjet’s graphene is of higher quality than traditional graphene at a price that is 80% lower than the market and produces 70% less CO2.,https://www.weforum.org/organizations/graphjet-technology,new champions
Green Delta Insurance,Bangladesh,Visit the Green Delta Insurance website,Green Delta Insurance is a leading private non-life insurance company in Bangladesh. The company started operations in 1986  with a paid-up capital of BDT30 million. It now has more than BDT807 million  with a credit rating of AAA and ST1. Green Delta is also the first insurance company in Bangladesh to have an equity partnership with the World Bank Group’s International Finance Corporation (IFC). It has 43 branches throughout the country and the largest market share in the non-life insurance sector – 13% – as of 31 December 2017.,https://www.weforum.org/organizations/green-delta-insurance-company,new champions
Greiner,Austria,Visit the Greiner website,Founded in 1868  the Greiner Group started as a cork producer in Germany  before moving into plastic and foam production in the 20th century. Now specializing in different business areas in the plastics industry  Greiner is still a family-owned company. Diversification  innovation and globalization characterize Greiner’s success. Greiner is active in the packaging  furniture and automotive industries  in the medical technology and life science sectors  and in profile extrusion. Greiner Holding is composed of Greiner Packaging International  Greiner Bio-One International  Greiner Foam International and Greiner Extrusion Group. They operate in 130 locations worldwide  with a turnover of €1.5 billion.,https://www.weforum.org/organizations/greiner-holding,new champions
Guardant Health,USA,Visit the Guardant Health website,Guardant Health is a diagnostics company focused on fundamentally changing the way cancer is managed. The companys proprietary technology enables comprehensive real-time monitoring of cancer through a simple blood test. Current treatment often requires biopsies  which are risky  costly and consequently cannot be used to capture genetic changes that typically lead to treatment failure. The companys technology enables physicians to finally see these genetic changes in real-time and treat them with the appropriate therapies.,https://www.weforum.org/organizations/guardant-health,new champions
H3C,Peoples Republic of China,Visit the H3C website,As an industry leader in the provision of Digital Solutions  H3C offers a full portfolio of digital infrastructure products  spanning compute  storage  networking  5G  security and related domains  and provides a comprehensive one-stop digital platform that includes cloud computing  big data  artificial intelligence (AI)  industrial internet  information security  intelligent connectivity  AI vision  and edge computing  as well as end-to-end technical services. It had RMB40 billion in revenue in 2020.,https://www.weforum.org/organizations/h3c,new champions
Hengchang,Peoples Republic of China,Visit the Hengchang website,Since its founding in 2011  Hengchang focuses on development in the field of internet finance. Based on its fully fledged risk control system  it offers a wide range of financial services to customers  including wealth management consulting  loan consultation  credit risk assessment and management. Hengchang promotes the development of inclusive finance and helps tens of millions small and microenterprise owners  wage earners  farmers  people in the agriculture industry and rural areas to solve financial demands amounting to tens of billions of RMB. The company serves customers in 300 cities in 20 provinces and autonomous regions. Hengchang is headquartered in Beijing.,https://www.weforum.org/organizations/hengchang-litong-investment-management-beijing-co,new champions
Holman Enterprises,USA,Visit the Holman Enterprises website,Holman Enterprises  headquartered in Mount Laurel  New Jersey  is an international automotive services company. Beginning in 1924 as a single Ford dealership  Holman has evolved to encompass six business segments that support several diverse sectors of the automotive market.,https://www.weforum.org/organizations/holman-enterprises,new champions
Honoris United Universities,Mauritius,Visit the Honoris United Universities website,Honoris United Universities is a pan-African private higher education network committed to transforming lives through relevant education for lifetime success. Honoris comprises a community of 61 000 students on 70 campuses  learning centres and online in 10 African countries and 32 cities. The network comprises 15 institutions: multidisciplinary universities  specialized schools  technical and vocational institutes  contact  distance and online institutions. Students experience exclusive partnerships and exchange programmes with 190 universities in Europe  the United States and Asia. It offers degrees in medicine  health sciences  engineering  information technology  business  law  architecture  creative arts  fashion and design  media  political science and education.,https://www.weforum.org/organizations/honoris-united-universities,new champions
Hübner,Germany,Visit the Hübner website,As a global system supplier for the mobility industry  for manufacturing and for life sciences and research applications  the Hübner Group is a worldwide leader in gangway systems for buses and railway vehicles (mobility)  a well-recognized specialist in sophisticated elastomer solutions and products  insulation and composite materials (material solutions)  as well as a supplier for applications in the fields of laser  terahertz and high-frequency technologies (photonics). The group employs more than 3 500 people worldwide. In addition to the headquarters in Kassel  Germany  Hübner has established more than 30 locations around the world.,https://www.weforum.org/organizations/hubner-gmbh,new champions
Imperial Logistics,South Africa,Visit the Imperial Logistics website,Imperial Logistics is a provider of integrated market access and logistics solutions  particularly in Africa and Europe. With a focus on five key industries – healthcare  consumer  automotive  chemicals and industrial – the company is ranked among the top 30 global logistics providers and listed on the JSE in South Africa. Imperial seeks to leverage new technology to deliver innovative  end-to-end solutions. With its significant African footprint and international expertise  and with the support of its 25 000 employees  Imperials goal is to connect Africa and the world and to improve peoples lives with access to quality products and services.,https://www.weforum.org/organizations/imperial-logistics,new champions
IN4.OS US,USA,Visit the IN4.OS US website,IN4.OS is a privately held Industry 4.O focused organization that is delivering holistic and scalable solutions to companies in the strategic sectors. By harnessing the power of artificial intelligence  digital technologies  cyber-physical systems and talent development  it is assisting these companies as they make the leap to the Fourth Industrial Revolution (Industry 4.0) and develop the next generation of US and global manufacturing  which is future-focused  resilient  location-agnostic (terrestrial and extra-terrestrial)  sector agnostic and which is democratizing work.,https://www.weforum.org/organizations/in4-os-us,new champions
Jetex Flight Support,United Arab Emirates,Visit the Jetex Flight Support website,Jetex Flight Support provides operational services to airline operators in Africa  the Middle East and the Far East. It offers air traffic clearance  flight planning  documentation processing  fuel delivery and ground support services. The company is based in Dubai  United Arab Emirates  with a fixed base operator location in Marseille  France. Jetex is a global leader in executive aviation and operates fixed-base operations and ground support stations in more than 30 countries. It has state-of-the-art operations centres in Dubai  Miami and Beijing. Jetexs clientele includes owners and operators of business jets for corporate  commercial and personal air travel.,https://www.weforum.org/organizations/jetex-flight-support,new champions
Kaizen Institute,Switzerland,Visit the Kaizen Institute website,Kaizen Institute is a global organization that provides consulting and training services to companies represented in the Americas  Europe  Middle East  Asia-Pacific and Africa. Its portfolio encompasses the areas of consulting  training and education  benchmark tours  and qualification. Kaizen Institute helps clients master their gemba (the place where value is created)  establishing Continuous Improvement capabilities throughout the organization. It supports companies of all sizes and sectors  as well as private and public service organizations.,https://www.weforum.org/organizations/kaizen-institute-consulting-group,new champions
Kale Holding,Türkiye,Visit the Kale Holding website,Kale Group pioneered the formation of the ceramics industry in Turkey and has become an industry giant internationally with its investments. It has grown through investments in machinery and equipment manufacturing  defence  chemistry  electrical appliances  energy  information technology (IT)  transportation  tourism and food industries. Kale Group comprises 17 companies and has over 5 000 employees in Turkey  Italy and Russia. Kale Group is Europes third and the worlds 12th largest ceramics tile manufacturer. Kale Group provides its products to consumers in over 100 countries via more than 400 sales points.,https://www.weforum.org/organizations/kale-group,new champions
Keidanren (Japan Business Federation),Japan,Visit the Keidanren (Japan Business Federation) website,Keidanren (Japan Business Federation) is a comprehensive economic organization. Its membership is comprised of 1 329 representative companies from Japan  109 nationwide industrial associations  and 47 regional economic organizations. Keidanrens mission as a comprehensive economic organization is to draw upon the vitality of corporations  individuals and local communities to support corporate activities that contribute to the self-sustaining development of the Japanese economy and improvement in the quality of life for the Japanese people.,https://www.weforum.org/organizations/keidanren-japan-business-federation,new champions
King & Wood Mallesons,Peoples Republic of China,Visit the King & Wood Mallesons website,King & Wood Mallesons is one of the first partnership law firms in China. Established in 1993  it has headquarters in Beijing and offices in Shanghai  Shenzhen  Chengdu  Guangzhou  Chongqing  Xian  Hangzhou  Tianjin  Hong Kong  Tokyo and Silicon Valley. It has more than 600 lawyers  patent attorneys and legal professionals providing legal services.,https://www.weforum.org/organizations/king-wood-mallesons,new champions
KOIS,Belgium,Visit the KOIS website,KOIS  an international impact investing company  specializes in asset management and finance services. Its mission is to turn projects with high societal and environmental impact into tangible investment propositions for public and private sector clients. KOIS provides services in innovative finance  from advisory to structuring  and fund management to private  public and philanthropic sector clients. Through impact finance  it collaborates to scale financing solutions serving both impact and profit. KOIS has structured impact bonds on employment generation for fragile communities in Europe  refugee employment in the Middle East and child protection in Europe and humanitarian impact.,https://www.weforum.org/organizations/kois-invest,new champions
Lab49,United Kingdom,Visit the Lab49 website,ION Group unifies customer operations from front to back and simplifies them throughout asset classes. Its workflow automates the complete trade life cycle and delivers actionable insights. Its solutions provide critical information in real time so clients can understand the needs of customers better  manage risk proactively  and anticipate issues before they become a problem. It has created the standard for resilience  performance and innovation in capital markets technology. This means lower costs  greater business agility  and excellence in customer service.,https://www.weforum.org/organizations/lab49,new champions
Manipal Health Enterprises,,Visit the Manipal Health Enterprises website,,https://www.weforum.org/organizations/manipal-health-enterprises,new champions
Martin Dow,Pakistan,Visit the Martin Dow website,Martin Dow is a leading multinational healthcare group in Pakistan. The group operates six manufacturing facilities: four in Pakistan and two in France. The company markets over 150 brands and has a 4 000-strong workforce globally. Martin Dow manufactures high quality pharmaceutical and nutraceutical products. It is truly diversified and is leading in pharmaceuticals  nutraceuticals  chemicals  diagnostics and contract development and manufacturing. In 2013  Martin Dow Group was recognized as a Global Growth Company by the World Economic Forum.,https://www.weforum.org/organizations/martin-dow-limited,new champions
Meridian,Kosovo,Visit the Meridian website,Founded 20 years ago  Meridian is a leader in customer service  innovative use of modern technology  and corporate social responsibility. Meridian has seen positive growth for the past 10 consecutive years and has emerged as a key player in improving the community and generating economic growth in the private sector. Beginning with just four family members  Meridian currently employs a staff of over 500. As a responsible employer  Meridian helps develop the skills and loyalty of its own workforce as well as that of Kosovo’s population as a whole. Meridian is also committed to a healthy and progressively developing Kosovo community.,https://www.weforum.org/organizations/meridian-corporation,new champions
Midis Group,Lebanon,Visit the Midis Group website,Midis Group is a major information technology integrator and service provider throughout the Middle East  Central and Eastern Europe  Africa and Central Asia. Founded in 1967  it has around $3.8 billion in annual sales and nearly 4 000 employees in over 30 countries. It aims to serve emerging markets with integrity and expertise using the worlds major technology brands.,https://www.weforum.org/organizations/midis-group,new champions
Mozilla,USA,Visit the Mozilla website,Mozilla is a global  non-profit organization dedicated to making the web better. It emphasizes principle over profit and works with a passionate worldwide community of technologists  thinkers and builders to develop open standards and create open source products like Mozilla Firefox. Currently half a billion people around the world use Firefox in one of 89 languages. More than 50% of global Firefox users use non-English versions. Some 40% of the code base has been written by volunteers.,https://www.weforum.org/organizations/mozilla-corporation,new champions
Nanban ESG Solutions,USA,Visit the Nanban ESG Solutions website,Nanban has been supporting green initiatives through many of its flagship projects  such as Mothers for Mother Nature  helping farmers transition to the natural way of farming  women empowerment projects  and many initiatives through its foundation activities. Nanban is committed to continuing to expand the ways it can help clients with sustainable investing. It has the power to help create a sustainable and more prosperous world for all through its role in the financial system by allocating capital to areas that seek to both deliver social value and maximize investment.,https://www.weforum.org/organizations/nanban-esg-solutions,new champions
Nash Industries,India,Visit the Nash Industries website,,https://www.weforum.org/organizations/nash-india,new champions
Nishith Desai Associates,USA,Visit the Nishith Desai Associates website,Nishith Desai Associates is among Asia’s most innovative law firms and a go-to specialist for companies around the world  looking to conduct businesses in India and for Indian companies considering business expansion abroad. Its Blue Sky Thinking and Research Campus  Imaginarium Aligunjan  is an international institution dedicated to designing a premeditated future with an embedded strategic foresight capability. The firm has been consistently ranked as one of the Most Innovative Law Firms worldwide and has received the Financial Times RSG award 4 times in a row  (2014-2017) as the Most Innovative Indian Law Firm.,https://www.weforum.org/organizations/nishith-desai-associates,new champions
Oisix ra daichi Inc.,Japan,Visit the Oisix ra daichi Inc. website,Oisix.daichi is an online grocery company providing natural foods. It has 110 000 subscribers each month and had more than $165 million in annual sales in 2014. Target customers are expecting mothers and women with small children. It is the largest internet-based food retailer in Japan and has won the Japan Online Shopping Prize  Grand Prix (2005)  and the Porter Prize (2008)  among others.,https://www.weforum.org/organizations/oisix-daichi,new champions
Optel Group,Canada,Visit the Optel Group website,Optel is a leading multinational provider of traceability systems. Its mission is to create a better world through intelligent supply chains. The company’s solutions ensure the quality of consumer health products and help stop counterfeiting of pharmaceuticals and medical devices worldwide. Optel is also adapting its innovative technologies to create efficiencies in other sectors  from health-related industries to smart manufacturing. With the acquisitions of Verify Brand and GeoTraceability  Optel offers end-to-end traceability solutions  providing visibility across the entire supply chain  allowing industries to measure  inspect  control and track all elements to improve quality and make better use of resources.,https://www.weforum.org/organizations/optel-group,new champions
Organic and Beyond,Peoples Republic of China,Visit the Organic and Beyond website,Organic and Beyond was founded in 2007. The company engages in organic food cultivation  production  distribution and home delivery service. It is committed to providing consumers with high-quality  healthy and reliable organic products. It has provided organic food home delivery services to over 500 000 families in Beijing  Shanghai  Guangzhou  Shenzhen  Hangzhou and Tianjin. In 2012  it set up the Organic and Beyond Fund to promote exchanges and cooperation between China and other countries.,https://www.weforum.org/organizations/beijing-organic-and-beyond-corporation,new champions
PALO IT Group,Hong Kong SAR  China,Visit the PALO IT Group website,PALO IT is a global innovation consultancy and agile software development company dedicated to helping organizations embrace tech as a force for good. It works with clients to rapidly launch products and services  create new business models  and prepare leadership and culture for the future. It is committed to helping businesses transform to better the world.,https://www.weforum.org/organizations/palo-it-group,new champions
Perfect World,Peoples Republic of China,Visit the Perfect World website,Perfect World aims to develop high-quality games and set up a long-term goal to promote Chinese culture worldwide. It has grown into an online game platform service provider focusing on the integration of research and development  operations  marketing and services. In July 2007  it successfully listed on the NASDAQ stock market in the USA (stock code: PWRD).,https://www.weforum.org/organizations/perfect-world,new champions
Phongsavanh Group,Lao PDR,Visit the Phongsavanh Group website,With over 30 years of experience  the Phongsavanh Group of companies is a leading business conglomerate in Lao Peoples Democratic Republic. Its businesses include banking and finance  construction  petroleum products  aviation  and logistics and transport. The Phongsavanh Group is 100% privately owned and was established in 1977. The group has strong partnerships with Viet Nam  Cambodia  China  Russia and Dubai in the exchange of merchandise and investments. It has representative offices in Viet Nam  China  Thailand  Singapore  Malaysia and Myanmar.,https://www.weforum.org/organizations/phongsavanh-bank,new champions
Pinheiro Neto Advogados,Brazil,Visit the Pinheiro Neto Advogados website,Pinheiro Neto Advogados is an independent full-service firm based in Brazil specializing in multi-disciplinary deals and in translating the Brazilian legal environment for the benefit of foreign clients. With clients in almost 60 countries  the firm was recognized in 2014 by the Brazilian Government as the a leading exporter of legal services from Brazil. Pinheiro Neto Advogados is one of only a handful of firms partnering worldwide with Thomson Reuters and Samsungs legal technology innovation research project. The firm has grown organically and developed a distinctive  tight-knit culture  with a low associate-to-partner ratio.,https://www.weforum.org/organizations/pinheiro-neto-advogados,new champions
Power Dekor Group,Peoples Republic of China,Visit the Power Dekor Group website,Established in 1995  Power Dekor Group was the first enterprise to introduce laminate flooring in China. It has headquarters in Shanghai and has become the largest wood flooring company in China  ranking at the top of this industry for 13 consecutive years. In 2009  the value of its brand increased to RMB7.815 trillion.,https://www.weforum.org/organizations/power-dekor-group,new champions
Puravankara,India,Visit the Puravankara website,Puravankara is a real estate conglomerate that commenced operations in Mumbai and has established a significant presence in Bangalore  Kochi  Chennai  Coimbatore  Hyderabad  Mysore and overseas in Dubai  Colombo and Saudi Arabia. It focuses on investments in resources and infrastructure geared toward innovation and customer-centric digital transformation. It is one of the first developers to obtain foreign direct investment in the Indian real estate industry through its joint venture with Singapore-based Keppel Land. The joint venture company  Keppel Puravankara Development  has housing projects across the country. Puravankara has 62 residential projects and 5 commercial projects spanning 3.5 million square metres.,https://www.weforum.org/organizations/puravankara-limited,new champions
Qatar Financial Centre Regulatory Authority,Qatar,Visit the Qatar Financial Centre Regulatory Authority website,The Qatar Financial Centre Regulatory Authority is the independent regulator of the Qatar Financial Centre (QFC)  established to authorize and regulate firms and individuals conducting financial services in or from the QFC. The QFC is designed to attract international financial services institutions and multinational corporations and to encourage participation in the market for financial services in Qatar and the region.,https://www.weforum.org/organizations/qatar-financial-centre-regulatory-authority,new champions
Quotient,Switzerland,Visit the Quotient website,Quotient is a commercial-stage diagnostics company that is fully committed to delivering solutions that reshape the way diagnostics is practiced.,https://www.weforum.org/organizations/quotient,new champions
Remixpoint,Japan,Visit the Remixpoint website,Remixpoint engages in the development and sale of energy management solutions and energy-saving support consulting services in Japan. It also sells energy-saving equipment and purchases and sells electric power. In addition  the company engages in the development and sale of used car assessment systems; buying and selling used cars; and consulting related to buying and selling used cars. Further  the company engages in the management of transaction currency exchange and accommodation facility planning  development  design and operation.,https://www.weforum.org/organizations/remixpoint,new champions
Responsible Cyber,Singapore,Visit the Responsible Cyber website,Responsible Cybers mission is to empower companies to create safer online communities through sustainable cybersecurity services and products. It aims to help companies mitigate cyber-risk without exhausting people and to invest resources effectively to safeguard their current and future cybersecurity posture. It is based in Singapore and has a capital of SGD120 000 and a valuation of SGD7 million as at April 2020. The company’s corporate shareholders include Singtel Innov8 and NUS Enterprise.,https://www.weforum.org/organizations/responsible-cyber-pte-ltd,new champions
Ricardo,United Kingdom,Visit the Ricardo website,Ricardo is a global strategic  environmental and engineering consulting company listed on the London Stock Exchange. With over 100 years of engineering excellence and employing close to 3 000 employees in more than 20 countries  it provides expertise in delivering innovative cross-sector sustainable outcomes to support the energy transition  scarce resources  environmental services and safe and smart mobility. Its global team of consultants  environmental specialists  engineers and scientists support customers in solving the most complex and dynamic challenges to help achieve a safe and sustainable world.,https://www.weforum.org/organizations/ricardo,new champions
Risk Insights,South Africa,Visit the Risk Insights website,Risk Insights is an established risk management advisory and consultancy boutique. The singular focus of Risk Insights is to serve its clients with distinction and to support organizational transformation in order to unlock value creation in the organization.,https://www.weforum.org/organizations/risk-insights,new champions
ROHTO Pharmaceutical,Japan,Visit the ROHTO Pharmaceutical website,Established in 1899  ROHTO Pharmaceutical Co. is the largest company in Japans OTC drugs market. It is a leader in the eye drops market  commanding a 40% share. Overseas expansion picked up in 1988 with the acquisition of Mentholatum in the US  and 40% of total sales now come from overseas. Its skincare and cosmetics businesses have grown rapidly in recent years.,https://www.weforum.org/organizations/rohto-pharmaceutical,new champions
Septodont,France,Visit the Septodont website,Since its inception in 1932 by Annie and Nestor Schiller  Septodont has developed  manufactured and distributed a wide range of high-quality products for dental professionals. From local anaesthetic cartridges  topical gels  dental needles  obturation powders and pastes to innovative restorative solutions  Septodont meets needs in pain control  endodontics  restorative dentistry  infection control and more. The company employs over 1 000 people  has manufacturing plants in France  North America and India  and has an international distribution network covering more than 150 countries.,https://www.weforum.org/organizations/septodont,new champions
ShuKun,Peoples Republic of China,Visit the ShuKun website,ShuKun Technology  founded in 2017 in China  is a global leader in providing artificial intelligence (AI)-powered medical imaging solutions for disease screening  diagnosis and therapy selection and planning. ShuKun has developed a DigitalDoc platform that analyses medical imaging data and assists human doctors in the clinical process. Together with DigitalDoc  doctors are able to significantly accelerate their diagnostic efficiency by up to ten times  improve accuracy and consistency  and deliver greater clinical value. More than 1 800 hospitals in China have adopted DigitalDoc products.,https://www.weforum.org/organizations/shukun,new champions
Sincerity International Group,Peoples Republic of China,Visit the Sincerity International Group website,Founded in 2003  Sincerity Group is a multinational enterprise specializing in motorcycles  automobiles and accessories through R&D  marketing  network channels  and brand construction. Its 11 subsidiaries are located in the West African countries of Togo  Ghana  Burkina Faso  Côte dIvoire and Mali  and in Brazil. It has two self-owned brands  APSONIC and REDFOX. Its business concept is "meet demand  create demand".,https://www.weforum.org/organizations/sincerity-international-group,new champions
SkyPower,Canada,Visit the SkyPower website,CIM Group is a full-service urban real estate and infrastructure fund manager with approximately $19.2 billion of assets under management. Since its founding in 1994  CIM has been a process- and research-driven investor that mitigates risk through the fundamental analysis of the long-term drivers in communities. CIM is a relative value investor that systematically targets investments that are priced below their long-term intrinsic value. Over time  CIM has delivered a strong risk-adjusted track record of returns by relying on its vertically integrated team  investment discipline and sourcing capabilities.,https://www.weforum.org/organizations/skypower,new champions
Sun Finance Group,Latvia,Visit the Sun Finance Group website,Sun Finance Group is a Latvian financial technology company operating as an online and mobile lending marketplace. The company was founded in 2017 and is headquartered in Riga  Latvia. Sun Finance is present in several countries in Europe  Asia and Latin America. It engages in the operation of an online loan marketplace for consumers seeking private loans and other credit-based offerings. Its consumer segment includes micro loans  small business loans  personal loans and consumer loans.,https://www.weforum.org/organizations/sun-finance-group,new champions
Teamshares Inc.,USA,Visit the Teamshares Inc. website,,https://www.weforum.org/organizations/teamshares-inc,new champions
Temenos,Switzerland,Visit the Temenos website,Temenos (SIX: TEMN)  headquartered in Geneva  is a leader in banking software  partnering with banks and other financial institutions to transform their businesses and stay ahead of a changing marketplace. Over 3 000 firms worldwide  including 41 of the top 50 banks  rely on Temenos to process the daily transactions of more than 500 million banking customers. The company offers cloud-native  cloud-agnostic  API-first digital banking  core banking  payments  fund management  and wealth management software products. Temenos software enable its clients to achieve cost-income ratios of 25.2% and returns on equity of 25.0%  two times better than the industry average.,https://www.weforum.org/organizations/temenos,new champions
Tianjin Jinbin Development Co.,Peoples Republic of China,Visit the Tianjin Jinbin Development Co. website,Tianjin Jinbin Development Co. is a publicly listed corporation established in 1998. It is mainly engaged in real estate. Its investment construction projects include office buildings  industrial parks and residences.,https://www.weforum.org/organizations/tianjin-jinbin-development-co,new champions
TradeAsia International,Singapore,Visit the TradeAsia International website,TradeAsia International is in the business of industrial raw materials for chemicals and polymers in Asia  Africa  the Middle East and Latin America. With more than 20 years experience in business led by a versatile team  it supports the needs of customers in more than 40 countries around the world. TradeAsia  with its physical presence in 10 important Asian markets powered by multiple online platforms  is capable of fulfilling the requirements of customers by providing an integrated and optimized supply chain service to customers. It is also actively integrating customer requirements with its logistics business to provide a complete supply chain service to customers globally.,https://www.weforum.org/organizations/tradeasia-international,new champions
transcosmos,Japan,Visit the transcosmos website,transcosmos offers cost reduction and sales expansion services. The company pursues operational excellence by providing these services through 156 locations in 26 countries  with a focus on Asia. The e-commerce market has expanded globally. Thus  transcosmos provides a comprehensive  one-stop global e-commerce service delivering products and services to consumers in 36 countries. The company aims to be its clients global business process outsourcing (BPO) partner  providing them with high-quality BPO services on a global scale.,https://www.weforum.org/organizations/transcosmos,new champions
Transport Corporation of India,India,Visit the Transport Corporation of India website,Transport Corporation of India is one of Indias largest logistics service providers  with services that include road  air  rail  express and sea transportation  warehousing  international clearing and forwarding  and supply and demand chain management. The company has a network of 1 400 offices  a workforce of 6 000 people and a fleet of 9 000 trucks. It moves more than 2.5% of Indias GDP by value every year.,https://www.weforum.org/organizations/transport-corporation-of-india,new champions
U-Earth,United Kingdom,Visit the U-Earth website,U-Earths goal is to create as many Pure Air Zones around the world as possible with help from all of the people  companies and public entities who want to be remembered by future generations as the ones who made the planet breathable again.,https://www.weforum.org/organizations/u-earth,new champions
VdA Legal Partners,Portugal,Visit the VdA Legal Partners website,Vieira de Almeida (VdA) is an international corporate law firm with 40 years of history. Its legal services cover several industries and practice areas. VdA has been recognized for its outstanding and innovative services  having received prestigious legal industry accolades and awards internationally. Through the VdA Legal Partners network  clients have access to 13 jurisdictions  with coverage in all Portuguese-speaking and several French-speaking African countries  and Timor-Leste. It is active in Angola  Cabo Verde  Cameroon  Chad  Congo  Democratic Republic of the Congo  Equatorial Guinea  Gabon  Guinea-Bissau  Mozambique  Portugal  Sao Tome and Principe  Timor-Leste.,https://www.weforum.org/organizations/vda-legal-partners,new champions
Verra,USA,Visit the Verra website,Verra catalyses tangible climate action and sustainable development outcomes. Verra’s standards drive large-scale investment to high-impact activities that tackle some of the most pressing environmental and social issues of today.,https://www.weforum.org/organizations/verra,new champions
VFS Global,United Arab Emirates,Visit the VFS Global website,VFS Global is among the worlds largest visa outsourcing and technology services specialists for governments and diplomatic missions worldwide. The company manages the administrative and non-judgmental tasks related to visa  passport and consular services for its client governments. This enables them to focus entirely on the critical task of assessment.,https://www.weforum.org/organizations/vf-worldwide-holdings,new champions
Vibrant Energy,Singapore,Visit the Vibrant Energy website,Vibrant Energy designs and develops renewable energy projects while also overseeing the operations and maintenance. The company adheres to institutional standards of corporate governance  social responsibility and transparency in every project.,https://www.weforum.org/organizations/vibrant-energy,new champions
Vietcombank,Viet Nam,Visit the Vietcombank website,Vietcombank is a large commercial bank in Viet Nam  established in 1963. It successfully launched an initial public offering (IPO) in 2007 and officially became the Commercial Bank for Foreign Trade of Vietnam in 2008. An mergers and acquisitions (M&A) deal in 2011 made Mizuho Corporate Bank its strategic partner  with 15% ownership. Vietcombank provides products and services covering commercial banking  investment banking and fund management.,https://www.weforum.org/organizations/vietcombank,new champions
WorldBridge,Cambodia,Visit the WorldBridge website,First established in 1992 as Circle Freight International (Cambodia) after the signing of the Paris Peace Agreement  the company was registered as WorldBridge International (Cambodia) in 1994. It is the first local logistics company in Cambodia  serving the United Nations  the United States Embassy  and related bodies  such as the United Nations Development Programme  the World Food Programme  and the World Health Organization. The company has since developed partnerships with other logistics companies across Asia and worldwide.,https://www.weforum.org/organizations/worldbridge,new champions
Xenco Medical,USA,Visit the Xenco Medical website,Xenco Medical is a medical device manufacturer that has pioneered a new category of surgical implant systems with its sterile-packaged spinal implants pre-attached to disposable  polymer-based delivery instruments. Outperforming reused implant systems in consistency  the risk of pathogen transmission  and in eliminating the expensive processes associated with sterilization of reprocessed instruments and implants  Xenco Medical’s devices have been found to save hospitals 900 to 1100 dollars per surgery. With the sterile-packaged  composite polymer instruments and spinal implants attached together in each package  the single-use Xenco Medical implant systems are designed to both increase efficiency in the operating room as well as eliminate the internal logistics associated with the autoclave process. Existing at the intersection of materials science and mechanical engineering  Xenco Medical’s single-use spinal systems are the first polymer-based devices of their kind. Xenco Medical has also become the first spinal implant manufacturer to make its instruments and implants available through surgical vending machines.,https://www.weforum.org/organizations/xenco-medical,new champions
